date,open,close,high,low,volume,money
2017-12-13,13.25,15.89,15.89,13.25,52219.0,822337.14
2017-12-14,17.48,17.48,17.48,17.48,25531.0,446383.14
2017-12-15,19.23,19.23,19.23,19.23,43510.0,836882.55
2017-12-18,21.16,21.16,21.16,21.16,56641.0,1198291.05
2017-12-19,23.27,23.27,23.27,23.27,173484.0,4037343.18
2017-12-20,25.6,25.6,25.6,25.6,228734.0,5855592.72
2017-12-21,28.16,28.16,28.16,28.16,534404.0,15050009.04
2017-12-22,30.98,30.98,30.98,30.98,754254.0,23363919.92
2017-12-25,34.08,34.08,34.08,34.08,876316.0,29861436.42
2017-12-26,37.48,37.48,37.48,37.48,747073.0,28003931.2
2017-12-27,41.23,41.23,41.23,41.23,903798.0,37264546.53
2017-12-28,45.35,45.35,45.35,45.35,5215434.0,236544525.1
2017-12-29,49.76,49.89,49.89,47.81,78339926.0,3872659607.25
2018-01-02,49.89,49.89,49.89,49.89,0.0,0.0
2018-01-03,49.89,49.89,49.89,49.89,0.0,0.0
2018-01-04,49.89,54.88,54.88,49.25,47687145.0,2536362341.78
2018-01-05,58.05,53.08,59.2,52.97,56875599.0,3152738004.68
2018-01-08,54.87,56.62,58.34,53.81,48631058.0,2706073962.15
2018-01-09,55.25,52.76,55.73,52.65,40116024.0,2160253669.33
2018-01-10,51.52,54.33,55.96,51.49,39224821.0,2126405964.75
2018-01-11,53.5,54.96,58.62,53.19,46387068.0,2586440766.54
2018-01-12,54.33,53.79,57.19,53.79,37037853.0,2052320430.96
2018-01-15,54.51,48.45,55.41,48.41,46080101.0,2385099344.09
2018-01-16,46.9,46.98,48.33,45.96,34087245.0,1602897274.18
2018-01-17,47.47,47.93,49.58,46.39,30308653.0,1455976167.23
2018-01-18,46.9,45.7,47.32,45.64,26194705.0,1213874214.15
2018-01-19,46.31,46.54,47.67,45.76,23273376.0,1084904245.14
2018-01-22,45.07,41.98,45.17,41.89,31389493.0,1345809568.75
2018-01-23,42.01,45.5,46.16,41.36,35270826.0,1541526239.24
2018-01-24,44.5,45.52,47.36,44.5,29604848.0,1355822500.42
2018-01-25,45.02,45.61,48.33,44.74,27719187.0,1299569612.94
2018-01-26,45.66,45.81,46.9,45.07,16572756.0,761298311.69
2018-01-29,46.44,46.52,47.81,46.04,20267679.0,949732087.66
2018-01-30,45.8,43.92,45.81,42.84,23633894.0,1044092284.4
2018-01-31,43.47,39.64,43.67,39.53,27093735.0,1107911920.47
2018-02-01,39.98,39.89,40.86,38.83,17960380.0,719788091.11
2018-02-02,38.92,38.79,40.21,38.04,14543917.0,569640998.66
2018-02-05,37.14,37.35,38.98,36.9,13552178.0,512581746.74
2018-02-06,36.04,34.93,37.7,34.93,16493463.0,599993096.78
2018-02-07,36.32,36.71,37.75,33.5,22321447.0,800274031.51
2018-02-08,36.15,37.5,38.13,36.11,18941508.0,706591025.96
2018-02-09,36.02,36.19,37.66,35.04,17864736.0,652218458.58
2018-02-12,36.64,36.91,37.82,36.64,17636609.0,656409799.82
2018-02-13,37.2,35.0,37.33,34.97,17209363.0,620309155.24
2018-02-14,35.2,34.89,35.85,34.73,10481386.0,369830884.29
2018-02-22,35.35,36.24,36.36,34.67,13062454.0,468127082.63
2018-02-23,36.31,39.86,39.86,36.03,21300675.0,799319790.93
2018-02-26,41.18,41.84,42.31,40.38,30390874.0,1258228573.43
2018-02-27,42.89,41.58,43.75,41.51,27823146.0,1179286770.85
2018-02-28,40.58,40.61,42.23,40.33,20032272.0,824774816.61
2018-03-01,40.04,41.93,42.6,39.98,20427888.0,847134433.73
