,date,open,close,high,low,volume,money
43,2021-03-10,241.06,241.59,242.23,240.77,17703100.0,89572868.0
44,2021-03-11,241.73,245.13,245.16,241.73,20438900.0,132631194.1
45,2021-03-12,245.24,245.7,246.15,244.48,23559300.0,128249239.5
46,2021-03-15,245.71,244.82,245.71,243.61,20440000.0,105118115.5
47,2021-03-16,244.55,245.53,245.53,244.42,21731900.0,109190900.3
48,2021-03-17,245.54,244.55,245.66,243.94,28095300.0,168106933.9
49,2021-03-18,244.77,244.52,245.07,243.71,19125200.0,86882352.7
50,2021-03-19,244.47,242.37,244.47,242.37,28321700.0,138587350.0
51,2021-03-22,242.71,243.63,243.63,242.29,25589000.0,94789894.3
52,2021-03-23,243.63,241.89,244.02,241.46,22453400.0,89621803.1
53,2021-03-24,241.47,241.15,242.26,240.78,18839300.0,94528525.8
54,2021-03-25,241.09,242.35,242.97,240.5,17543900.0,80305791.1
55,2021-03-26,242.33,243.5,243.8,242.31,14256500.0,81950355.4
56,2021-03-29,243.51,245.08,245.08,243.42,17715500.0,86499129.4
57,2021-03-30,245.08,245.62,245.9,244.24,22817800.0,99806028.5
58,2021-03-31,245.59,245.19,245.94,244.43,24448900.0,107744681.9
59,2021-04-01,245.27,245.98,246.01,244.56,14995200.0,72961616.5
60,2021-04-02,246.02,246.11,246.31,245.4,12190200.0,62088260.5
61,2021-04-06,246.13,246.38,246.72,246.06,13525700.0,65666436.3
62,2021-04-07,246.46,247.0,247.06,245.63,21913200.0,89407642.2
63,2021-04-08,246.73,248.07,248.35,246.69,24744400.0,103705692.4
64,2021-04-09,248.1,247.48,248.12,247.34,18900600.0,93500463.5
65,2021-04-12,247.68,244.79,247.68,244.39,17895400.0,89931285.4
66,2021-04-13,245.71,244.8,245.85,243.96,16450700.0,109153728.1
67,2021-04-14,244.43,245.97,245.97,244.17,17702200.0,87174681.9
68,2021-04-15,246.3,246.06,246.3,245.13,16961300.0,82685276.4
69,2021-04-16,246.25,247.61,247.67,246.02,21085800.0,109015878.6
70,2021-04-19,247.99,251.04,251.04,247.27,34991200.0,158510084.5
71,2021-04-20,251.04,250.67,252.33,250.42,29037900.0,143532971.6
72,2021-04-21,250.3,251.17,251.35,249.73,17340500.0,86939811.9
73,2021-04-22,251.17,251.83,252.5,251.17,22572000.0,119901490.3
74,2021-04-23,251.82,249.8,251.87,249.67,23011400.0,111294168.5
75,2021-04-26,249.35,248.81,251.27,248.29,20567700.0,117132351.7
76,2021-04-27,248.73,248.51,248.76,247.37,15868200.0,76489498.7
77,2021-04-28,248.61,249.91,249.91,248.19,26117800.0,122850316.3
78,2021-04-29,249.96,250.2,250.59,249.66,23163400.0,100559733.9
79,2021-04-30,250.48,249.28,250.48,248.8,33386700.0,126224709.1
80,2021-05-06,249.49,248.62,250.52,248.21,37152900.0,148026033.4
81,2021-05-07,249.0,248.22,249.85,247.94,32687900.0,156694687.7
82,2021-05-10,249.02,249.42,249.62,247.72,35756400.0,179177961.4
83,2021-05-11,248.96,250.13,250.28,247.15,29483200.0,152068578.7
84,2021-05-12,250.34,251.28,251.36,249.89,22491800.0,99795314.6
85,2021-05-13,251.22,247.7,251.22,247.07,32501500.0,162355310.6
86,2021-05-14,247.73,250.22,250.22,246.88,34954500.0,150050625.1
87,2021-05-17,250.47,251.19,251.89,249.75,25390100.0,109712864.0
88,2021-05-18,251.04,251.75,251.8,251.04,22295000.0,92353748.5
89,2021-05-19,251.92,250.91,251.92,250.3,16275000.0,69210747.4
90,2021-05-20,247.89,246.36,247.89,245.76,26796100.0,101474473.4
91,2021-05-21,245.98,247.05,247.65,245.98,25229100.0,83733137.5
92,2021-05-24,247.04,247.82,248.08,246.24,24572300.0,104521026.0
93,2021-05-25,247.7,249.29,249.3,247.25,25526300.0,102894763.2
94,2021-05-26,249.2,250.51,250.71,249.2,27264500.0,106143668.6
95,2021-05-27,250.56,249.29,251.05,249.28,38444600.0,141375985.6
96,2021-05-28,249.31,249.87,250.55,248.92,48636400.0,149029968.2
97,2021-05-31,249.66,250.95,250.95,249.08,40473400.0,130426944.5
98,2021-06-01,251.1,251.87,251.87,250.19,31576900.0,115743167.7
99,2021-06-02,252.0,253.23,253.7,252.0,44288600.0,177962788.6
100,2021-06-03,252.97,256.8,258.52,252.97,66488500.0,289772297.2
101,2021-06-04,256.55,254.59,256.55,254.0,48430900.0,210544691.9
102,2021-06-07,253.4,253.62,253.78,252.93,29553800.0,159471908.2
103,2021-06-08,254.16,254.74,255.05,253.82,37373700.0,166532046.8
104,2021-06-09,253.65,255.78,256.03,252.72,31771800.0,124507016.9
105,2021-06-10,255.72,257.49,257.51,254.89,24566900.0,120061438.9
106,2021-06-11,257.63,256.57,257.73,256.03,24622800.0,92195321.5
107,2021-06-15,256.6,254.41,256.6,253.69,20809400.0,100592018.3
108,2021-06-16,254.23,252.82,254.55,252.81,22693100.0,113582072.0
109,2021-06-17,250.99,251.49,251.61,249.77,20840100.0,109049330.4
110,2021-06-18,251.43,251.07,251.85,250.81,31829700.0,156469658.1
111,2021-06-21,251.25,250.7,251.25,249.5,27160300.0,118764008.1
112,2021-06-22,250.46,250.59,251.23,250.17,33249000.0,124810080.4
113,2021-06-23,250.84,251.61,251.9,250.44,31361400.0,136708550.0
114,2021-06-24,251.73,253.54,253.74,251.73,25543700.0,136746799.7
115,2021-06-25,253.37,254.77,255.22,253.37,35343200.0,140921968.6
116,2021-06-28,254.72,254.2,254.72,253.37,35416400.0,150278839.3
117,2021-06-29,253.99,254.09,255.43,253.96,32558500.0,137394317.1
118,2021-06-30,254.13,255.32,255.67,253.78,22784200.0,117171703.5
119,2021-07-01,255.39,254.72,256.4,254.47,29941800.0,172018618.4
120,2021-07-02,254.69,253.37,254.81,252.77,28278600.0,134118206.0
121,2021-07-05,255.26,257.7,257.7,254.97,42958300.0,324528505.6
122,2021-07-06,258.87,260.25,261.18,258.74,43350500.0,277050430.7
123,2021-07-07,262.05,260.57,262.05,259.16,35934900.0,319511287.2
124,2021-07-08,260.5,259.56,261.43,259.07,29434500.0,166982514.7
125,2021-07-09,259.5,260.24,260.28,258.35,24925000.0,128545418.1
126,2021-07-12,260.67,262.5,263.15,260.67,40231900.0,180180152.9
127,2021-07-13,262.85,264.64,264.64,262.16,45106600.0,228815101.4
128,2021-07-14,264.17,264.52,264.54,262.73,38257000.0,165709754.5
129,2021-07-15,264.5,265.16,265.63,263.8,36943100.0,187004390.9
130,2021-07-16,265.93,265.48,267.09,265.17,43674800.0,217368949.4
131,2021-07-19,265.14,261.17,265.41,261.07,32844400.0,186060321.0
132,2021-07-20,260.22,259.7,260.35,259.21,25345800.0,146771930.3
133,2021-07-21,259.86,262.9,262.97,259.86,29208700.0,141496771.0
134,2021-07-22,262.97,264.25,264.25,262.32,22372400.0,99251665.9
135,2021-07-23,264.22,263.84,264.98,263.21,22260700.0,110117796.6
136,2021-07-26,263.53,260.44,264.03,258.76,37075600.0,210616317.4
137,2021-07-27,260.68,256.9,262.13,256.64,36793300.0,263123618.6
138,2021-07-28,255.66,254.5,257.15,252.61,37380900.0,231492759.2
139,2021-07-29,255.61,256.15,256.76,254.4,30256600.0,180134029.9
140,2021-07-30,255.39,254.04,255.39,252.54,24037100.0,152852816.0
141,2021-08-02,253.55,257.61,257.62,252.93,27116400.0,142713906.1
142,2021-08-03,257.72,257.45,258.9,257.0,23834800.0,139349537.3
143,2021-08-04,257.43,260.03,260.26,257.03,19151100.0,140053505.3
144,2021-08-05,260.24,260.13,261.05,259.55,19490800.0,117176102.4
145,2021-08-06,260.01,260.91,261.06,259.78,24108000.0,114341566.9
146,2021-08-09,260.72,263.26,263.27,260.46,25172800.0,143021076.9
147,2021-08-10,263.04,264.29,264.79,262.96,28118400.0,175008461.5
148,2021-08-11,264.28,264.13,265.27,263.53,36036700.0,196025015.5
149,2021-08-12,264.25,264.37,264.51,263.44,36308400.0,160506159.1
150,2021-08-13,264.38,265.4,266.42,264.38,36403700.0,178405093.3
151,2021-08-16,265.55,265.7,267.31,265.46,39480100.0,174794544.3
152,2021-08-17,265.67,261.68,266.07,261.26,36711600.0,206292709.7
153,2021-08-18,262.01,264.23,264.23,262.01,27955800.0,143349086.5
154,2021-08-19,264.02,262.54,264.02,261.53,29005200.0,173114785.7
155,2021-08-20,262.57,261.74,262.76,260.04,37112900.0,185958219.7
156,2021-08-23,262.16,264.57,264.57,262.16,30244000.0,148273641.8
157,2021-08-24,264.53,264.4,265.82,263.77,33402600.0,181661465.8
158,2021-08-25,264.77,265.03,265.35,263.81,27187100.0,139793132.4
159,2021-08-26,265.07,263.07,265.09,262.62,37181200.0,166368391.1
160,2021-08-27,262.68,263.59,263.73,262.29,25208000.0,120572229.8
161,2021-08-30,266.88,266.42,267.09,265.02,53501400.0,278406110.1
162,2021-08-31,266.1,266.87,267.03,265.04,54966300.0,247453175.2
163,2021-09-01,266.99,267.95,268.13,264.9,58658500.0,288409165.2
164,2021-09-02,267.64,269.64,269.64,267.19,44870800.0,229744726.5
165,2021-09-03,269.34,269.08,270.74,268.23,46611600.0,218940139.8
166,2021-09-06,269.39,272.11,272.12,269.38,40298200.0,195452041.6
167,2021-09-07,272.17,275.37,275.52,271.79,62484300.0,270330371.1
168,2021-09-08,275.43,276.17,276.45,274.97,64681500.0,296470275.3
169,2021-09-09,276.28,277.39,277.39,274.89,50245000.0,235824458.3
170,2021-09-10,276.97,277.3,278.8,276.81,47430100.0,238605176.2
171,2021-09-13,276.94,278.37,278.69,276.69,53993200.0,273867594.1
172,2021-09-14,277.9,275.69,277.98,275.3,53623600.0,250421826.5
173,2021-09-15,274.74,276.97,276.97,274.74,45329500.0,196230536.7
174,2021-09-16,277.44,274.96,278.72,274.53,56345200.0,259360530.8
175,2021-09-17,274.5,273.13,276.0,270.48,51998600.0,248154178.2
176,2021-09-22,272.27,275.75,275.96,271.9,48267000.0,231773363.3
177,2021-09-23,277.24,278.72,279.41,277.08,53386500.0,257784913.3
178,2021-09-24,278.23,274.74,278.23,274.56,52056600.0,259607510.6
179,2021-09-27,274.96,271.09,275.9,270.14,63116900.0,292965489.4
180,2021-09-28,271.03,274.78,274.78,270.79,42506900.0,192569392.9
181,2021-09-29,274.19,272.27,274.23,270.07,38792300.0,200075163.6
182,2021-09-30,272.13,275.46,275.59,272.13,29475900.0,148445627.3
183,2021-10-08,275.93,278.28,279.2,275.93,41087600.0,246528381.7
184,2021-10-11,278.51,280.04,280.4,278.22,44091500.0,233980208.8
185,2021-10-12,280.22,279.02,280.98,276.3,42693200.0,246106424.9
186,2021-10-13,278.46,277.94,278.65,275.15,37145300.0,201836436.9
187,2021-10-14,277.75,277.52,277.77,275.47,24967700.0,146162400.0
188,2021-10-15,277.63,277.97,278.1,276.92,27477900.0,147755500.0
189,2021-10-18,278.05,279.27,279.43,277.96,36599100.0,171070600.0
190,2021-10-19,279.47,279.98,280.32,279.13,32527800.0,176827300.0
191,2021-10-20,276.55,276.4,277.94,275.11,62606600.0,311053500.0
192,2021-10-21,276.4,277.53,278.98,276.32,30210200.0,163672579.3
193,2021-10-22,277.29,275.72,278.23,275.42,30323100.0,167658156.4
194,2021-10-25,275.62,276.68,276.75,275.06,27198200.0,147570759.7
195,2021-10-26,276.56,277.34,277.63,276.55,27326500.0,137441185.4
196,2021-10-27,276.74,276.13,277.27,275.24,38095700.0,182319126.8
197,2021-10-28,274.57,268.72,274.99,268.46,70131900.0,336484535.7
198,2021-10-29,269.02,271.5,271.66,268.56,35030700.0,165428426.4
199,2021-11-01,271.25,274.21,274.6,270.75,38380500.0,211408554.6
200,2021-11-02,274.36,270.55,274.92,269.34,45240800.0,231412078.3
201,2021-11-03,270.18,271.89,271.95,269.95,28532400.0,149637198.8
202,2021-11-04,272.29,273.78,273.8,271.38,34275000.0,170180762.2
203,2021-11-05,273.29,268.5,273.29,268.17,55191800.0,306255374.6
204,2021-11-08,268.86,270.0,270.38,268.4,29049000.0,148309414.8
205,2021-11-09,269.94,269.76,270.91,268.73,25924800.0,141915912.6
206,2021-11-10,271.17,268.29,271.17,267.15,31797100.0,192773000.4
207,2021-11-11,268.11,271.89,272.02,267.99,33371000.0,231744555.5
208,2021-11-12,272.21,271.69,272.21,270.82,27244100.0,194706341.6
209,2021-11-15,271.61,273.0,273.0,270.72,22239900.0,131908893.2
210,2021-11-16,272.9,273.31,274.03,272.72,26483800.0,157203702.8
211,2021-11-17,273.15,278.13,278.13,272.8,32191800.0,205326332.5
212,2021-11-18,278.33,278.01,279.02,277.54,26087000.0,149182995.4
213,2021-11-19,277.74,280.68,280.74,277.46,25922000.0,207555346.1
214,2021-11-22,280.36,278.13,284.28,277.36,42444900.0,401054459.0
215,2021-11-23,278.0,280.67,281.33,277.94,34485500.0,252778510.4
216,2021-11-24,280.84,281.38,281.67,280.05,22133600.0,178357124.3
217,2021-11-25,281.37,282.26,282.88,281.37,25084200.0,217491116.7
218,2021-11-26,282.26,281.01,283.09,279.55,31959800.0,269265267.4
219,2021-11-29,278.7,280.5,281.2,278.45,27455200.0,215261342.3
220,2021-11-30,280.5,279.41,281.92,279.07,81076800.0,1319879445.7
221,2021-12-01,279.89,281.73,281.84,279.89,35643600.0,276250052.6
222,2021-12-02,281.27,283.06,283.32,280.84,29331800.0,220926103.9
223,2021-12-03,283.31,285.97,285.97,282.86,37916800.0,259581739.2
224,2021-12-06,285.83,281.89,286.03,281.39,41487900.0,292336064.2
225,2021-12-07,282.69,283.4,283.77,281.97,29034300.0,169036254.5
226,2021-12-08,283.41,285.72,285.72,283.41,24874200.0,153724608.6
227,2021-12-09,285.91,286.6,286.92,285.38,24723600.0,141188115.2
228,2021-12-10,286.46,285.62,286.46,284.82,31941800.0,136667229.9
229,2021-12-13,285.62,286.48,287.32,285.62,37253100.0,152805777.6
230,2021-12-14,285.97,282.16,286.11,281.99,35097000.0,170064840.8
231,2021-12-15,282.15,281.95,283.41,281.74,24042600.0,115426992.0
232,2021-12-16,282.01,284.01,284.2,281.68,33016900.0,189591555.0
233,2021-12-17,284.08,281.0,284.08,280.23,41078500.0,280306018.6
234,2021-12-20,280.44,277.76,281.38,277.41,39046300.0,182140900.9
235,2021-12-21,277.51,281.35,281.54,277.51,36351200.0,166361302.4
236,2021-12-22,281.55,282.03,282.44,281.44,33239800.0,147384654.3
237,2021-12-23,281.94,282.19,282.45,280.86,28626900.0,110582524.4
238,2021-12-24,282.11,281.67,282.61,281.19,29640200.0,132080528.8
239,2021-12-27,282.14,283.46,284.65,282.14,29535800.0,135729072.3
240,2021-12-28,283.96,283.94,284.62,282.82,27565300.0,126950416.7
241,2021-12-29,284.02,283.1,284.02,282.62,23096100.0,111715576.9
242,2021-12-30,282.94,284.49,284.5,282.94,16737500.0,83930566.1
243,2021-12-31,284.62,285.86,286.0,284.42,29529500.0,134013515.5
244,2022-01-04,286.22,287.56,287.58,285.87,38102800.0,163195821.8
245,2022-01-05,287.65,287.28,287.83,286.18,39772100.0,166927946.2
246,2022-01-06,286.95,287.06,287.23,285.75,35825300.0,159469875.4
247,2022-01-07,287.14,286.64,287.65,286.1,23180200.0,115938725.3
248,2022-01-10,286.62,287.43,287.44,284.27,19728600.0,127412600.0
249,2022-01-11,287.51,287.47,288.21,286.98,24767500.0,125691700.0
250,2022-01-12,287.54,288.07,288.08,286.87,25971100.0,126610400.0
251,2022-01-13,288.21,288.05,288.78,287.77,24551400.0,118244300.0
252,2022-01-14,287.92,286.84,287.92,286.57,19359000.0,82970800.0
253,2022-01-17,286.91,287.16,287.52,286.33,29801900.0,179538300.0
254,2022-01-18,287.09,287.01,287.37,286.48,18247100.0,84883900.0
255,2022-01-19,287.03,286.98,287.64,286.49,19734700.0,96405100.0
256,2022-01-20,287.12,286.96,287.12,286.16,16068700.0,75490100.0
257,2022-01-21,286.87,286.21,286.95,285.11,23742700.0,123611000.0
258,2022-01-24,286.19,285.26,286.19,284.7,23980200.0,98969800.0
259,2022-01-25,285.19,279.52,285.19,279.33,40870400.0,194766200.0
260,2022-01-26,279.56,280.63,281.29,279.56,16563800.0,89276000.0
261,2022-01-27,280.81,279.03,280.98,278.79,20975900.0,107209300.0
262,2022-01-28,280.04,280.73,282.54,278.93,34271900.0,191842300.0
263,2022-02-07,282.26,282.48,283.92,282.26,26123800.0,144154100.0
264,2022-02-08,282.52,282.77,282.77,280.5,25237000.0,170830200.0
265,2022-02-09,283.15,285.24,285.26,282.73,27386700.0,163083900.0
266,2022-02-10,285.22,285.68,285.7,284.48,24433000.0,117850900.0
267,2022-02-11,285.53,285.22,285.81,284.39,29000600.0,150820000.0
268,2022-02-14,285.25,283.26,285.29,282.7,27453600.0,166942100.0
269,2022-02-15,282.83,283.02,284.35,282.64,23484000.0,120450600.0
270,2022-02-16,283.2,284.62,284.96,283.2,18022200.0,94047400.0
271,2022-02-17,284.87,284.74,284.87,283.82,20500500.0,98148500.0
272,2022-02-18,284.66,286.37,286.37,284.38,31492800.0,149771000.0
273,2022-02-21,286.76,287.51,287.54,286.62,35835500.0,201505600.0
274,2022-02-22,287.68,286.95,287.84,286.16,36821000.0,199533200.0
275,2022-02-23,287.09,288.96,289.09,286.53,31588800.0,156874800.0
276,2022-02-24,288.7,285.93,289.1,283.69,44325900.0,214516900.0
277,2022-02-25,285.51,283.7,287.62,283.56,39298900.0,192880900.0
278,2022-02-28,284.08,280.94,284.62,280.94,39253700.0,236715700.0
279,2022-03-01,281.15,277.99,283.31,276.4,43294800.0,296634900.0
280,2022-03-02,278.04,278.31,278.73,275.85,36284500.0,251560800.0
281,2022-03-03,278.49,279.66,280.3,278.49,29033300.0,130720800.0
282,2022-03-04,279.42,278.75,279.8,278.14,28611200.0,121234000.0
283,2022-03-07,279.48,277.74,279.7,277.47,32079500.0,158049700.0
284,2022-03-08,277.69,273.72,278.64,273.59,41688300.0,209290200.0
285,2022-03-09,274.03,273.56,275.69,269.82,43739500.0,216054000.0
286,2022-03-10,274.52,276.23,277.18,274.52,28512200.0,139040500.0
287,2022-03-11,275.96,276.74,276.74,273.24,21143100.0,110991500.0
288,2022-03-14,276.03,273.4,276.11,272.84,21861800.0,113365600.0
289,2022-03-15,272.61,262.59,272.61,262.59,55821400.0,296070500.0
290,2022-03-16,264.11,270.05,270.26,263.9,44192300.0,225564200.0
291,2022-03-17,271.6,274.69,276.65,271.6,38761700.0,237647300.0
292,2022-03-18,274.66,276.07,276.97,273.72,36149100.0,179312400.0
293,2022-03-21,276.58,277.01,277.45,276.06,30398900.0,133335100.0
294,2022-03-22,276.88,277.01,277.41,275.87,24628600.0,103922400.0
295,2022-03-23,277.11,277.45,277.45,276.39,22685900.0,97715500.0
296,2022-03-24,277.51,277.51,277.74,276.75,23949000.0,99364100.0
297,2022-03-25,277.21,276.43,277.63,275.75,27454600.0,103026200.0
298,2022-03-28,276.24,276.72,277.4,274.21,28334500.0,140807100.0
299,2022-03-29,277.65,277.97,278.24,276.94,31191300.0,166972800.0
300,2022-03-30,279.14,282.15,282.16,278.97,39782900.0,236884900.0
301,2022-03-31,282.09,283.51,283.7,281.72,31777500.0,175097200.0
302,2022-04-01,283.23,285.94,285.97,282.43,34764200.0,199058600.0
303,2022-04-06,285.85,290.53,290.53,285.76,45588100.0,244959800.0
304,2022-04-07,290.31,286.94,290.7,286.94,42659300.0,210234900.0
305,2022-04-08,287.16,288.94,288.94,285.14,39454500.0,242060600.0
306,2022-04-11,288.74,286.44,288.74,285.66,44397800.0,246629700.0
307,2022-04-12,286.05,289.17,292.62,286.05,47968700.0,291297300.0
308,2022-04-13,291.66,291.28,292.48,289.51,51668600.0,290736100.0
309,2022-04-14,291.11,292.26,293.56,289.7,52152700.0,291223100.0
310,2022-04-15,292.65,288.25,293.4,287.68,62499700.0,393560000.0
311,2022-04-18,288.29,290.84,290.86,286.27,31379800.0,183254600.0
312,2022-04-19,290.45,294.11,294.39,290.31,33646700.0,213034700.0
313,2022-04-20,294.04,290.36,296.05,289.18,40810300.0,257462600.0
314,2022-04-21,289.87,285.88,290.68,285.16,37336100.0,209374600.0
315,2022-04-22,284.8,288.97,289.49,284.78,27742800.0,163691600.0
316,2022-04-25,287.87,278.24,287.87,277.74,53161100.0,315136800.0
317,2022-04-26,278.18,275.66,281.21,275.25,31995100.0,222489600.0
318,2022-04-27,274.46,283.2,283.35,272.44,36584700.0,255382500.0
319,2022-04-28,284.44,285.96,287.67,283.42,35871200.0,271909500.0
320,2022-04-29,286.22,291.32,291.49,285.3,46174400.0,270968600.0
321,2022-05-05,291.06,291.85,293.1,289.87,48283500.0,332859600.0
322,2022-05-06,289.44,289.29,291.27,287.63,35125900.0,241574200.0
323,2022-05-09,288.81,289.69,290.99,288.0,24184200.0,128559700.0
324,2022-05-10,287.86,287.58,288.53,285.63,32731300.0,234194300.0
325,2022-05-11,287.59,289.51,291.28,287.54,31868000.0,197391500.0
326,2022-05-12,289.46,287.2,290.34,286.65,27012400.0,149568800.0
327,2022-05-13,288.2,290.53,290.53,288.2,32824900.0,197113400.0
328,2022-05-16,292.02,290.88,292.87,290.54,29668700.0,192337100.0
329,2022-05-17,290.64,292.19,292.19,290.06,48443700.0,156661700.0
330,2022-05-18,291.68,294.07,294.41,291.26,37636000.0,199859800.0
331,2022-05-19,291.74,297.07,297.17,291.16,43656900.0,241934000.0
332,2022-05-20,297.09,302.12,302.28,297.09,46077500.0,289637600.0
333,2022-05-23,302.1,301.57,303.37,299.59,48705700.0,296115200.0
334,2022-05-24,301.34,298.15,302.09,297.97,38975900.0,229922300.0
335,2022-05-25,298.46,302.31,302.31,298.43,34943300.0,206332400.0
336,2022-05-26,302.66,303.74,304.18,301.57,39548600.0,239413700.0
337,2022-05-27,304.32,305.23,306.11,303.71,47474800.0,275390400.0
338,2022-05-30,305.89,308.09,308.51,305.76,54692200.0,307064300.0
339,2022-05-31,308.14,308.66,311.49,307.54,131246500.0,1139966900.0
340,2022-06-01,308.3,303.88,308.3,303.76,55070100.0,386270300.0
341,2022-06-02,304.36,298.93,304.63,298.51,60256200.0,409625400.0
342,2022-06-06,298.81,305.67,305.67,298.35,53739300.0,304288800.0
343,2022-06-07,305.5,308.26,308.83,305.5,51159200.0,319387900.0
344,2022-06-08,308.29,310.3,310.3,306.64,37030200.0,260650100.0
345,2022-06-09,310.41,309.29,310.71,306.73,34469100.0,250638200.0
346,2022-06-10,308.12,312.07,312.07,307.53,31029600.0,219003900.0
347,2022-06-13,307.73,308.86,310.45,307.36,30622000.0,198155700.0
348,2022-06-14,307.65,308.82,308.82,305.13,33553900.0,224864400.0
349,2022-06-15,309.08,306.62,311.5,306.61,60072400.0,350492400.0
350,2022-06-16,306.5,305.65,308.14,304.28,46323700.0,227100500.0
351,2022-06-17,304.69,308.04,308.05,303.53,41629300.0,257671000.0
352,2022-06-20,305.38,302.22,305.38,300.04,59326400.0,321479700.0
353,2022-06-21,302.03,303.44,304.13,301.45,28967400.0,161636800.0
354,2022-06-22,303.88599999999997,299.6923,304.3359,298.5892,26968000.0,171743300.0
